Make,Model,Year Range,PCD,Center Bore,R12,R13,R14,R15,R16,R17,R18,R19,R20,URL
bmw,7 Serie F01,2008 - 2015,5x120,72.5,,,,,,,1,1,1,https://www.wheelfitment.eu/car/BMW/7%20Serie%20F01%20(2008%20-%202015).html
bmw,7 Serie G11,2015 - 2022,5x112,66.5,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/BMW/7%20Serie%20G11%20(2015%20-%202022).html
bmw,7 Serie G12,2015 - 2022,5x112,66.5,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/BMW/7%20Serie%20G12%20(2015%20-%202022).html
bmw,7 Serie G70,2022 - ,5x112,66.6,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/7%20Serie%20G70%20(2022%20-%20).html
bmw,8 Serie E31,1989 - 1999,5x120,72.5,,,,,,1,1,,,https://www.wheelfitment.eu/car/BMW/8%20Serie%20E31%20(1989%20-%201999).html
bmw,8 Serie G15,2018 - ,5x112,66.6,,,,,,,1,1,1,https://www.wheelfitment.eu/car/BMW/8%20Serie%20G15%20(%202018%20-%20).html
bmw,i3,2013 - ,5x112,66.5,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/i3%20(2013%20-%20).html
bmw,i4,2021 - ,5x112,66.6,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/BMW/i4%20(2021%20-%20).html
bmw,I5,2023 - ,5x112,66.6,,,,,,,,,1,https://www.wheelfitment.eu/car/BMW/I5%20(2023%20-%20).html
bmw,i7,2022 - ,5x112,66.6,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/i7%20(2022%20-%20).html
bmw,i8,2014 - ,5x112,66.5,,,,,,,,,1,https://www.wheelfitment.eu/car/BMW/i8%20(2014%20-%20).html
bmw,iX,2021 - ,5x112,66.6,,,,,,,,,1,https://www.wheelfitment.eu/car/BMW/iX%20(2021%20-%20).html
bmw,iX1,2022 - ,5x112,66.6,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/BMW/iX1%20(2022%20-%20).html
bmw,iX3,2020 - ,5x112,66.6,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/iX3%20(2020%20-%20).html
bmw,M1,1979 - 1981,5x120,72.5,,,,,1,,,1,,https://www.wheelfitment.eu/car/BMW/M1%20(1979%20-%201981).html
bmw,M2,2016 - ,5x120,72.6,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/M2%20(2016%20-%20).html
bmw,M3 E36,1992 - 1999,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/M3%20E36%20(1992%20-%201999).html
bmw,M3 E46,2000 - 2008,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/M3%20E46%20(2000%20-%202008).html
bmw,M3 E90,2008 - 2013,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/M3%20E90%20(2008%20-%202013).html
bmw,M3 E92,2007 - 2013,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/M3%20E92%20(2007%20-%202013).html
bmw,M3 E93,2008 - 2013,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/M3%20E93%20(2008%20-%202013).html
bmw,M3 F80,2014 - 2018,5x120,72.5,,,,,,,1,1,1,https://www.wheelfitment.eu/car/BMW/M3%20F80%20(2014%20-%202018).html
bmw,M4 F82,2014 - ,5x120,72.5,,,,,,,1,1,1,https://www.wheelfitment.eu/car/BMW/M4%20F82%20(2014%20-%20).html
bmw,M5 E34,1988 - 1995,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/M5%20E34%20(1988%20-%201995).html
bmw,M5 E39,1998 - 2003,5x120,74.1,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/M5%20E39%20(1998%20-%202003).html
bmw,M5 E60,2005 - 2010,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/M5%20E60%20(2005%20-%202010).html
bmw,M5 E61,2007 - 2010,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/M5%20E61%20(2007%20-%202010).html
bmw,M5 F10,2011 - 2017,5x120,72.5,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/M5%20F10%20(2011%20-%202017).html
bmw,M5 F90,2018 - ,5x112,66.6,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/M5%20F90%20(2018%20-%20).html
bmw,M6 E63,2005 - 2010,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/M6%20E63%20(2005%20-%202010).html
bmw,M6 E64,2005 - 2010,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/M6%20E64%20(2005%20-2010).html
bmw,M6 F12 convertible,2012 - 2018,5x120,72.5,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/M6%20F12%20Cabriolet%20(2012%20-%202018).html
bmw,M6 F13 Coupe,2012 - 2018,5x120,72.5,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/M6%20F13%20Coupe%20(2012%20-%202018).html
bmw,M6 F14 Gran Coupe,2013 - 2018,5x120,72.5,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/M6%20F14%20Gran%20Coupe%20(2013%20-%202018).html
bmw,M8,2019 - ,5x112,66.6,,,,,,,,1,,https://www.wheelfitment.eu/car/BMW/M8%20(2019%20-%20).html
bmw,X1 E84,2009 - 2015,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/X1%20E84%20(2009%20-%202015).html
bmw,X1 F48,2015 - 2019,5x112,66.6,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/BMW/X1%20F48%20(2015%20-%202019).html
bmw,X1 F48,2019 - ,5x112,66.6,,,,,,1,1,1,,https://www.wheelfitment.eu/car/BMW/X1%20F48%20(2019%20-%20).html
bmw,X2 F39,2018 - 2023,5x112,66.6,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/BMW/X2%20F39%20(2018%20-%202023).html
bmw,X2 U10,2024 - ,5x112,66.6,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/X2%20U10%20(2024%20-%20).html
bmw,X3 E83,2004 - 2010,5x120,72.5,,,,,,1,1,1,,https://www.wheelfitment.eu/car/BMW/X3%20E83%20(2004%20-%202010).html
bmw,X3 F25,2010 - 2017,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/X3%20F25%20(2010%20-%202017).html
bmw,X3 G01,2018 - ,5x112,66.5,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/X3%20G01%20(2018%20-%20).html
bmw,X3M F97,2019 - ,5x112,66.6,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/X3M%20F97%20(2019%20-%20).html
bmw,X4 F26,2014 - 2018,5x120,72.5,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/BMW/X4%20F26%20(2014%20-%202018).html
bmw,X4 G02,2018 - ,5x112,66.6,,,,,,,1,1,1,https://www.wheelfitment.eu/car/BMW/X4%20G02%20(2018%20-%20).html
bmw,X4M F98,2019 - ,5x112,66.6,,,,,,,,,1,https://www.wheelfitment.eu/car/BMW/X4M%20F98%20(2019%20-%20).html
bmw,X5 E53,2000 - 2007,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/X5%20E53%20(2000%20-%202007).html
bmw,X5 E70,2007 - 2013,5x120,74.1,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/X5%20E70%20(2007%20-%202013).html
bmw,X5 F15,2013 - 2018,5x120,74.1,,,,,,,1,1,1,https://www.wheelfitment.eu/car/BMW/X5%20F15%20(2013%20-%202018).html
bmw,X5 G05,2018 - ,5x112,66.6,,,,,,,,,1,https://www.wheelfitment.eu/car/BMW/X5%20G05%20(2018%20-%20).html
bmw,X5 M E70,2009 - 2013,5x120,74.1,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/X5%20M%20E70%20(2009%20-%202013).html
bmw,X5 M F15,2013 - 2018,5x120,74.1,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/X5%20M%20F15%20(2013%20-%202018).html
bmw,X6 E71 Rear,2008 - 2014,5x120,72.6,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/X6%20E71%20Achteras%20(2008%20-%202014).html
bmw,X6 E71 Front,2008 - 2014,5x120,74.1,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/X6%20E71%20Vooras%20(2008%20-%202014).html
bmw,X6 F16,2014 - 2019,5x120,74.1,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/X6%20F16%20(2014%20-%202019).html
bmw,X6 G06,2019 - ,5x112,66.6,,,,,,,,1,1,https://www.wheelfitment.eu/car/BMW/X6%20G06%20(2019%20-%20).html
bmw,X6 M E71 Rear,2009 - 2014,5x120,72.6,,,,,,,,,1,https://www.wheelfitment.eu/car/BMW/X6%20M%20E71%20Achteras%20(2009%20-%202014).html
bmw,X6 M E71 Front,2009 - 2014,5x120,74.1,,,,,,,,,1,https://www.wheelfitment.eu/car/BMW/X6%20M%20E71%20Vooras%20(2009%20-%202014).html
bmw,X6 M F96 Rear,2020 - ,5x112,66.6,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/X6%20M%20F96%20Achteras%20(2020%20-%20).html
bmw,X6 M F96 Front,2020 - ,5x112,66.6,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/X6%20M%20F96%20Vooras%20(2020%20-%20).html
bmw,X7,2018 - ,5x112,66.6,,,,,,,,,1,https://www.wheelfitment.eu/car/BMW/X7%20(2018%20-%20).html
bmw,XM G09 Rear,2023 - ,5x112,66.6,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/XM%20G09%20Achteras%20(2023%20-%20).html
bmw,XM G09 Front,2023 - ,5x112,66.6,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/XM%20G09%20Vooras%20(2023%20-%20).html
bmw,Z1,1989 - 1991,4x100,57.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/BMW/Z1%20(1989%20-%201991).html
bmw,Z3 E36,1996 - 2003,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/Z3%20E36%20(1996%20-%202003).html
bmw,Z3 M E36,1998 - 2003,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/Z3%20M%20E36%20(1998%20-2003).html
bmw,Z4 E85,2002 - 2009,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/Z4%20E85%20(2002%20-%202009).html
bmw,Z4 E89,2009 - 2016,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/Z4%20E89%20(2009%20-%202016).html
bmw,Z4 G29,2018 - ,5x112,66.6,,,,,,1,1,1,,https://www.wheelfitment.eu/car/BMW/Z4%20G29%20(2018%20-%20).html
bmw,Z4 M E84,2006 - 2009,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/Z4%20M%20E84%20(2006%20-%202009).html
bmw,Z8 E52,2000 - 2003,5x120,72.5,,,,,,,,,,https://www.wheelfitment.eu/car/BMW/Z8%20E52%20(2000%20-%202003).html
chevrolet,Alero,1998 - 2001,5x115,70.3,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Chevrolet/Alero%20(1998%20-%202001).html
chevrolet,Astro 4WD,2003 - ,6x139.7,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Astro%204WD%20(2003%20-%20).html
chevrolet,Astro Van,1985 - 2003,5x127,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Astro%20Van%20(1985%20-%202003).html
chevrolet,Avalanche,2001 - 2006,6x139.7,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Avalanche%20(2001%20-%202006).html
chevrolet,Avalanche,2007 - 2013,6x139.7,78.1,,,,,,1,1,,1,https://www.wheelfitment.eu/car/Chevrolet/Avalanche%20(2007%20-%202013).html
chevrolet,Aveo,2006 - 2011,4x100,56.5,,,1,1,1,1,,,,https://www.wheelfitment.eu/car/Chevrolet/Aveo%20(2006%20-%202011).html
chevrolet,Aveo 4 bolts,2011 - 2016,4x100,56.5,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Chevrolet/Aveo%204%20gaats%20(2011%20-%202016).html
chevrolet,Aveo 5 bolts,2011 - 2016,5x105,56.6,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Chevrolet/Aveo%205%20gaats%20(%202011%20-%202016).html
chevrolet,Bel Air,1955 - 1970,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Bel%20Air%20(1955%20-%201970).html
chevrolet,Bel Air,1971 - 1976,5x127,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Bel%20Air%20(1971%20-%201976).html
chevrolet,Bel Air,1977 - 1990,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Bel%20Air%20(1977%20-%201990).html
chevrolet,Beretta,1989 - 1996,5x100,57.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Beretta%20(1989%20-%201996).html
chevrolet,Biscayne,1971 - 1976,5x127,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Biscayne%20(1971%20-%201976).html
chevrolet,Blazer 2WD,1986 - 2004,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Blazer%202WD%20(1986%20-%202004).html
chevrolet,Blazer 4WD,1986 - 2004,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Blazer%204WD%20(1986%20-%202004).html
chevrolet,Bolt EV,2017 - ,5x105,56.6,,,,,,1,1,,,https://www.wheelfitment.eu/car/Chevrolet/Bolt%20EV%20(2017%20-%20).html
chevrolet,"C,K",1988 - 2010,6x139.7,78.1,,,,,,,,,,"https://www.wheelfitment.eu/car/Chevrolet/C,K%20(1988%20-%202010).html"
chevrolet,C10,1973 - 1987,5x127,78.1,,,,1,,,,,,https://www.wheelfitment.eu/car/Chevrolet/C10%20(1973%20-%201987).html
chevrolet,Camaro,1969 - 1982,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Camaro%20(1969%20-%201982).html
chevrolet,Camaro,1982 - 1992,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Camaro%20(1982%20-%201992).html
chevrolet,Camaro,1994 - 2002,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Camaro%20(1994%20-%202002).html
chevrolet,Camaro,2009 - 2015,5x120,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Camaro%20(2009%20-%202015).html
chevrolet,Camaro,2016 - ,5x120,67.1,,,,,,,1,,1,https://www.wheelfitment.eu/car/Chevrolet/Camaro%20(2016%20-%20).html
chevrolet,Caprice,1971 - 1977,5x127,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Caprice%20(1971%20-%201977).html
chevrolet,Caprice,1977 - 1989,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Caprice%20(1977%20-%201989).html
chevrolet,Caprice,1991 - 1998,5x127,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Caprice%20(1991%20-%201998).html
chevrolet,Captiva,2006 - ,5x115,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Captiva%20(2006%20-%20).html
chevrolet,Cavalier,1982 - 2005,5x100,57.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Cavalier%20(1982%20-%202005).html
chevrolet,Celebrity,1982 - 1990,5x115,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Celebrity%20(1982%20-%201990).html
chevrolet,Chevelle,1964 - 1977,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Chevelle%20(1964%20-%201977).html
chevrolet,Colorado,2005 - 2008,6x139.7,99.5,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Colorado%20(2005%20-%202008).html
chevrolet,Colorado,2009 - 2017,6x139.7,99.5,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Colorado%20(2009%20-%202017).html
chevrolet,Corsica,1989 - 1996,5x100,57.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Corsica%20(1989%20-%201996).html
chevrolet,Corvette C3,1968 - 1982,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Corvette%20C3%20(1968%20-%201982).html
chevrolet,Corvette C4,1984 - 1996,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Corvette%20C4%20(1984%20-%201996).html
chevrolet,Corvette C5,1997 - 2004,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Corvette%20C5%20(1997%20-%202004).html
chevrolet,Corvette C6,2004 - 2013,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Corvette%20C6%20(2004%20-%202013).html
chevrolet,Corvette C7,2013 - 2019,5x120.65,70.3,,,,,,,1,1,1,https://www.wheelfitment.eu/car/Chevrolet/Corvette%20C7%20(2013%20-%202019).html
chevrolet,Corvette C8,2020 - ,5x120,66.9,,,,,,,,1,1,https://www.wheelfitment.eu/car/Chevrolet/Corvette%20C8%20(2020%20-%20).html
chevrolet,Cruze Petrol,2009 - ,5x105,56.5,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Cruze%20Benzine%20(2009%20-%20).html
chevrolet,Cruze Diesel,2009 - ,5x115,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Cruze%20Diesel%20(2009%20-%20).html
chevrolet,El Camino,1959 - 1987,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/El%20Camino%20(1959%20-%201987).html
chevrolet,Envoy,2002 - 2017,6x127,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Envoy%20(2002%20-%202017).html
chevrolet,Epica,2006 - ,4x114.3,56.6,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Epica%20(2006%20-%20).html
chevrolet,Equinox,2004 - 2009,5x115,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Equinox%20(2004%20-%202009).html
chevrolet,Equinox,2009 - 2017,5x120,66.8,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Equinox%20(2009%20-%202017).html
chevrolet,Evanda,2003 - 2006,4x114.3,56.6,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Evanda%20(2003%20-%202006).html
chevrolet,Express,1996 - ,8x165.1,117,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Express%20(1996%20-%20).html
chevrolet,G20 Van,1971 - 1996,5x127,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/G20%20Van%20(1971%20-%201996).html
chevrolet,HHR,2005 - 2011,5x110,65.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/HHR%20(2005%20-%202011).html
chevrolet,Impala,1957 - 1971,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Impala%20(1957%20-%201971).html
chevrolet,Impala,1971 - 1977,5x127,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Impala%20(1971%20-%201977).html
chevrolet,Impala,1994 - 1998,5x127,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Impala%20(1994%20-%201998).html
chevrolet,Impala,2001 - 2006,5x115,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Impala%20(2001%20-%202006).html
chevrolet,Jimny,1998 - ,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Jimny%20(1998%20-%20).html
chevrolet,K1500,1988 - 1999,6x139.7,78.3,,,,,1,,,,,https://www.wheelfitment.eu/car/Chevrolet/K1500%20(1988%20-%201999).html
chevrolet,K2500,1988 - 2000,6x139.7,78.3,,,,,1,,,,,https://www.wheelfitment.eu/car/Chevrolet/K2500%20(1988%20-%202000).html
chevrolet,Kalos,2002 - 2008,4x100,56.6,,1,1,1,1,1,,,,https://www.wheelfitment.eu/car/Chevrolet/Kalos%20(2002%20-%202008).html
chevrolet,Lacetti,2002 - 2011,4x114.3,56.6,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Chevrolet/Lacetti%20(2004%20-%202011).html
chevrolet,Lanos,1997 - 2004,4x100,56.6,,1,1,1,1,1,,,,https://www.wheelfitment.eu/car/Chevrolet/Lanos%20(1997%20-%202004).html
chevrolet,Leganza,1998 - 2003,5x114.3,56.6,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Chevrolet/Leganza%20(1998%20-%202003).html
chevrolet,Leganza,2003 - ,4x114.3,56.6,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Leganza%20(2003%20-%20).html
chevrolet,Lumina,1990 - 1999,5x115,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Lumina%20(1990%20-%201999).html
chevrolet,Malibu,1964 - 1983,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Malibu%20(1964%20-%201983).html
chevrolet,Malibu,1997 - 2004,5x115,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Malibu%20(1997%20-%202004).html
chevrolet,Malibu,2004 - ,5x110,65.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Malibu%20(2004%20-%20).html
chevrolet,Matiz,1998 - 2004,4x114.3,69.1,,1,1,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Matiz%20(1998%20-%202004).html
chevrolet,Matiz,2005 - ,4x114.3,69.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Matiz%20(2005%20-%20).html
chevrolet,Monte Carlo,1969 - 1981,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Monte%20Carlo%20(1969%20-%201981).html
chevrolet,Monte Carlo,1995 - 2001,5x115,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Monte%20Carlo%20(1995%20-%202001).html
chevrolet,Monte Carlo,2001 - 2007,5x115,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Monte%20Carlo%20(2001%20-%202007).html
chevrolet,Nexia,1995 - 2000,4x100,56.6,,1,1,1,1,1,,,,https://www.wheelfitment.eu/car/Chevrolet/Nexia%20(1995%20-%202000).html
chevrolet,Nova,1964 - 1981,5x120.65,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Nova%20(1964%20-%201981).html
chevrolet,Nubira,1997 - 2003,4x100,56.6,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Chevrolet/Nubira%20(1997%20-%202003).html
chevrolet,Nubira,2004 - 2009,4x114.3,56.6,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Chevrolet/Nubira%20(2004%20-%202009).html
chevrolet,Orlando,2011 - 2014,5x115,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Orlando%20(2011%20-%202014).html
chevrolet,Rezzo,2001 - 2008,4x114.3,56.6,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Chevrolet/Rezzo%20(2001%20-%202008).html
chevrolet,S10,1982 - 1993,5x120.65,70.3,,,1,1,,,,,,https://www.wheelfitment.eu/car/Chevrolet/S10%20(1982%20-%201993).html
chevrolet,S10,1994 - 2004,5x120.65,70.3,,,,1,1,,,,,https://www.wheelfitment.eu/car/Chevrolet/S10%20(1994%20-%202004).html
chevrolet,Silverado,1999 - 2005,6x139.7,78.1,,,,,,1,1,,1,https://www.wheelfitment.eu/car/Chevrolet/Silverado%20(1999%20-%202005).html
chevrolet,Silverado,2006 - 2010,6x139.7,78.1,,,,,,1,1,,1,https://www.wheelfitment.eu/car/Chevrolet/Silverado%20(2006%20-%202010).html
chevrolet,Silverado 2500,2010 - ,8x180,124,,,,,,1,1,,1,https://www.wheelfitment.eu/car/Chevrolet/Silverado%202500%20(2010%20-%20).html
chevrolet,Spark M300,2010 - 2023,4x100,56.6,,1,1,1,1,,,,,https://www.wheelfitment.eu/car/Chevrolet/Spark%20M300%20(2010%20-%202023).html
chevrolet,Spark M400,2016 - 2023,4x100,56.6,,1,1,1,1,,,,,https://www.wheelfitment.eu/car/Chevrolet/Spark%20M400%20(2016%20-%202023).html
chevrolet,SSR,2003 - 2006,6x127,78.3,,,,,,,,1,1,https://www.wheelfitment.eu/car/Chevrolet/SSR%20(2003%20-%202006).html
chevrolet,Tacuma,2001 - 2008,4x114.3,56.6,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Chevrolet/Tacuma%20(2001%20-%202008).html
chevrolet,Tahoe,1996 - 2005,6x139.7,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Tahoe%20(1996%20-%202005).html
chevrolet,Tahoe,2006 - ,6x139.7,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Tahoe%20(2006%20-%20).html
chevrolet,Tracker,1999 - 2009,5x139.7,108.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Chevrolet/Tracker%20(1999%20-%202009).html
chevrolet,Tracker,2013 - 2019,5x105,56.6,,,,,1,,1,,,https://www.wheelfitment.eu/car/Chevrolet/Tracker%20(2013%20-%202019).html
chevrolet,Tracker,2019 - 2025,5x105,56.6,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Chevrolet/Tracker%20(2019%20-%202025).html
chevrolet,Trailblazer,2001 - 2005,6x127,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Trailblazer%20(2001%20-%202005).html
chevrolet,Trailblazer,2006 - 2009,6x127,78.1,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Trailblazer%20(2006%20-%202009).html
chevrolet,Transport,1997 - 2005,5x115,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Transport%20(1997%20-%202005).html
chevrolet,Transport 4WD,2002 - 2005,5x115,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Transport%204WD%20(2002%20-%202005).html
chevrolet,Traverse,2009 - 2017,6x132,74.5,,,,,,1,1,,1,https://www.wheelfitment.eu/car/Chevrolet/Traverse%20(2009%20-%202017).html
chevrolet,Trax,2013 - ,5x105,56.6,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Chevrolet/Trax%20(2013%20-%20).html
chevrolet,Uplander,2005 - 2008,6x115,70.3,,,,,,,,,,https://www.wheelfitment.eu/car/Chevrolet/Uplander%20(2005%20-%202008).html
chevrolet,Volt,2012 - ,5x115,70.3,,,,,1,1,,,,https://www.wheelfitment.eu/car/Chevrolet/Volt%20(2012%20-%20).html
chrysler,300C,2004 - 2022,5x115,71.6,,,,,,,1,,1,https://www.wheelfitment.eu/car/Chrysler/300C%20(2004%20-%202022).html
chrysler,300C 4x4,2004 - ,5x115,71.6,,,,,,,,,,https://www.wheelfitment.eu/car/Chrysler/300C%204x4%20(2004%20-%20).html
chrysler,300M,1998 - 2004,5x114.3,71.6,,,,,1,1,1,1,,https://www.wheelfitment.eu/car/Chrysler/300M%20(1998%20-%202004).html
chrysler,Aspen,2006 - 2009,5x139.7,78.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Chrysler/Aspen%20(2006%20-%202009).html
chrysler,Caravan,1991 - 2001,5x114.3,71.6,,,,,,,,,,https://www.wheelfitment.eu/car/Chrysler/Caravan%20(1991%20-%202001).html
chrysler,Crossfire,2002 - 2007,5x112,66.6,,,,,,,1,1,,https://www.wheelfitment.eu/car/Chrysler/Crossfire%20(2002%20-%202007).html
